"","RegYear","ASAB","AllAgesCounts","AgeGroup","Counts"
"949",1989,"TOTAL",134,"30-34",15
"950",1989,"TOTAL",134,"35-39",5
"951",1989,"TOTAL",134,"40-44",12
"952",1989,"TOTAL",134,"45-49",15
"953",1989,"TOTAL",134,"50-54",6
"954",1989,"TOTAL",134,"55-59",12
"955",1989,"TOTAL",134,"60-64",10
"956",1989,"TOTAL",134,"65-69",7
"957",1989,"TOTAL",134,"70-74",5
"958",1989,"TOTAL",134,"75-79",4
"959",1989,"TOTAL",134,"80-84",4
"960",1989,"TOTAL",134,"85+",0
"961",1990,"Male",121,"Under 15",NA
"962",1990,"Male",121,"15-19",7
"963",1990,"Male",121,"20-24",11
"964",1990,"Male",121,"25-29",12
"965",1990,"Male",121,"30-34",19
"966",1990,"Male",121,"35-39",14
"967",1990,"Male",121,"40-44",7
"968",1990,"Male",121,"45-49",8
"969",1990,"Male",121,"50-54",6
"970",1990,"Male",121,"55-59",14
"971",1990,"Male",121,"60-64",9
"972",1990,"Male",121,"65-69",6
"973",1990,"Male",121,"70-74",4
"974",1990,"Male",121,"75-79",3
"975",1990,"Male",121,"80-84",1
"976",1990,"Male",121,"85+",NA
"977",1990,"Female",47,"Under 15",NA
"978",1990,"Female",47,"15-19",3
"979",1990,"Female",47,"20-24",3
"980",1990,"Female",47,"25-29",2
"981",1990,"Female",47,"30-34",2
"982",1990,"Female",47,"35-39",4
"983",1990,"Female",47,"40-44",6
"984",1990,"Female",47,"45-49",6
"985",1990,"Female",47,"50-54",7
"986",1990,"Female",47,"55-59",4
"987",1990,"Female",47,"60-64",2
"988",1990,"Female",47,"65-69",2
"989",1990,"Female",47,"70-74",3
"990",1990,"Female",47,"75-79",1
"991",1990,"Female",47,"80-84",1
"992",1990,"Female",47,"85+",1
"993",1990,"TOTAL",168,"Under 15",0
"994",1990,"TOTAL",168,"15-19",10
"995",1990,"TOTAL",168,"20-24",14
"996",1990,"TOTAL",168,"25-29",14
"997",1990,"TOTAL",168,"30-34",21
"998",1990,"TOTAL",168,"35-39",18
"999",1990,"TOTAL",168,"40-44",13
"1000",1990,"TOTAL",168,"45-49",14
"1001",1990,"TOTAL",168,"50-54",13
"1002",1990,"TOTAL",168,"55-59",18
"1003",1990,"TOTAL",168,"60-64",11
"1004",1990,"TOTAL",168,"65-69",8
"1005",1990,"TOTAL",168,"70-74",7
"1006",1990,"TOTAL",168,"75-79",4
"1007",1990,"TOTAL",168,"80-84",2
"1008",1990,"TOTAL",168,"85+",1
"1009",1991,"Male",105,"Under 15",1
"1010",1991,"Male",105,"15-19",4
"1011",1991,"Male",105,"20-24",18
"1012",1991,"Male",105,"25-29",9
"1013",1991,"Male",105,"30-34",16
"1014",1991,"Male",105,"35-39",8
"1015",1991,"Male",105,"40-44",10
"1016",1991,"Male",105,"45-49",11
"1017",1991,"Male",105,"50-54",7
"1018",1991,"Male",105,"55-59",5
"1019",1991,"Male",105,"60-64",4
"1020",1991,"Male",105,"65-69",6
"1021",1991,"Male",105,"70-74",2
"1022",1991,"Male",105,"75-79",4
"1023",1991,"Male",105,"80-84",NA
"1024",1991,"Male",105,"85+",NA
"1025",1991,"Female",43,"Under 15",NA
"1026",1991,"Female",43,"15-19",3
"1027",1991,"Female",43,"20-24",2
"1028",1991,"Female",43,"25-29",3
"1029",1991,"Female",43,"30-34",4
"1030",1991,"Female",43,"35-39",5
"1031",1991,"Female",43,"40-44",4
"1032",1991,"Female",43,"45-49",6
"1033",1991,"Female",43,"50-54",4
"1034",1991,"Female",43,"55-59",4
"1035",1991,"Female",43,"60-64",2
"1036",1991,"Female",43,"65-69",1
"1037",1991,"Female",43,"70-74",2
"1038",1991,"Female",43,"75-79",1
"1039",1991,"Female",43,"80-84",2
"1040",1991,"Female",43,"85+",NA
"1041",1991,"TOTAL",148,"Under 15",1
"1042",1991,"TOTAL",148,"15-19",7
"1043",1991,"TOTAL",148,"20-24",20
"1044",1991,"TOTAL",148,"25-29",12
"1045",1991,"TOTAL",148,"30-34",20
"1046",1991,"TOTAL",148,"35-39",13
"1047",1991,"TOTAL",148,"40-44",14
"1048",1991,"TOTAL",148,"45-49",17
"1049",1991,"TOTAL",148,"50-54",11
"1050",1991,"TOTAL",148,"55-59",9
"1051",1991,"TOTAL",148,"60-64",6
"1052",1991,"TOTAL",148,"65-69",7
"1053",1991,"TOTAL",148,"70-74",4
"1054",1991,"TOTAL",148,"75-79",5
"1055",1991,"TOTAL",148,"80-84",2
"1056",1991,"TOTAL",148,"85+",0
"1057",1992,"Male",103,"Under 15",NA
"1058",1992,"Male",103,"15-19",9
"1059",1992,"Male",103,"20-24",13
"1060",1992,"Male",103,"25-29",11
"1061",1992,"Male",103,"30-34",13
"1062",1992,"Male",103,"35-39",8
"1063",1992,"Male",103,"40-44",6
"1064",1992,"Male",103,"45-49",8
"1065",1992,"Male",103,"50-54",8
"1066",1992,"Male",103,"55-59",6
"1067",1992,"Male",103,"60-64",7
"1068",1992,"Male",103,"65-69",5
"1069",1992,"Male",103,"70-74",4
"1070",1992,"Male",103,"75-79",4
"1071",1992,"Male",103,"80-84",1
"1072",1992,"Male",103,"85+",NA
"1073",1992,"Female",25,"Under 15",NA
"1074",1992,"Female",25,"15-19",3
"1075",1992,"Female",25,"20-24",NA
"1076",1992,"Female",25,"25-29",2
"1077",1992,"Female",25,"30-34",2
"1078",1992,"Female",25,"35-39",4
"1079",1992,"Female",25,"40-44",1
"1080",1992,"Female",25,"45-49",3
"1081",1992,"Female",25,"50-54",NA
"1082",1992,"Female",25,"55-59",2
"1083",1992,"Female",25,"60-64",2
"1084",1992,"Female",25,"65-69",1
"1085",1992,"Female",25,"70-74",3
"1086",1992,"Female",25,"75-79",1
"1087",1992,"Female",25,"80-84",1
"1088",1992,"Female",25,"85+",NA
"1089",1992,"TOTAL",128,"Under 15",0
"1090",1992,"TOTAL",128,"15-19",12
"1091",1992,"TOTAL",128,"20-24",13
"1092",1992,"TOTAL",128,"25-29",13
"1093",1992,"TOTAL",128,"30-34",15
"1094",1992,"TOTAL",128,"35-39",12
"1095",1992,"TOTAL",128,"40-44",7
"1096",1992,"TOTAL",128,"45-49",11
"1097",1992,"TOTAL",128,"50-54",8
"1098",1992,"TOTAL",128,"55-59",8
"1099",1992,"TOTAL",128,"60-64",9
"1100",1992,"TOTAL",128,"65-69",6
"1101",1992,"TOTAL",128,"70-74",7
"1102",1992,"TOTAL",128,"75-79",5
"1103",1992,"TOTAL",128,"80-84",2
"1104",1992,"TOTAL",128,"85+",0
"1105",1993,"Male",120,"Under 15",2
"1106",1993,"Male",120,"15-19",11
"1107",1993,"Male",120,"20-24",22
"1108",1993,"Male",120,"25-29",19
"1109",1993,"Male",120,"30-34",12
"1110",1993,"Male",120,"35-39",6
"1111",1993,"Male",120,"40-44",13
"1112",1993,"Male",120,"45-49",9
"1113",1993,"Male",120,"50-54",5
"1114",1993,"Male",120,"55-59",7
"1115",1993,"Male",120,"60-64",3
"1116",1993,"Male",120,"65-69",5
"1117",1993,"Male",120,"70-74",2
"1118",1993,"Male",120,"75-79",4
"1119",1993,"Male",120,"80-84",NA
"1120",1993,"Male",120,"85+",NA
"1121",1993,"Female",31,"Under 15",NA
"1122",1993,"Female",31,"15-19",2
"1123",1993,"Female",31,"20-24",2
"1124",1993,"Female",31,"25-29",1
"1125",1993,"Female",31,"30-34",2
"1126",1993,"Female",31,"35-39",3
"1127",1993,"Female",31,"40-44",7
"1128",1993,"Female",31,"45-49",7
"1129",1993,"Female",31,"50-54",3
"1130",1993,"Female",31,"55-59",1
"1131",1993,"Female",31,"60-64",2
"1132",1993,"Female",31,"65-69",NA
"1133",1993,"Female",31,"70-74",1
"1134",1993,"Female",31,"75-79",NA
"1135",1993,"Female",31,"80-84",NA
"1136",1993,"Female",31,"85+",NA
"1137",1993,"TOTAL",151,"Under 15",2
"1138",1993,"TOTAL",151,"15-19",13
"1139",1993,"TOTAL",151,"20-24",24
"1140",1993,"TOTAL",151,"25-29",20
"1141",1993,"TOTAL",151,"30-34",14
"1142",1993,"TOTAL",151,"35-39",9
"1143",1993,"TOTAL",151,"40-44",20
"1144",1993,"TOTAL",151,"45-49",16
"1145",1993,"TOTAL",151,"50-54",8
"1146",1993,"TOTAL",151,"55-59",8
"1147",1993,"TOTAL",151,"60-64",5
"1148",1993,"TOTAL",151,"65-69",5
"1149",1993,"TOTAL",151,"70-74",3
"1150",1993,"TOTAL",151,"75-79",4
"1151",1993,"TOTAL",151,"80-84",0
"1152",1993,"TOTAL",151,"85+",0
"1153",1994,"Male",117,"Under 15",1
"1154",1994,"Male",117,"15-19",12
"1155",1994,"Male",117,"20-24",18
"1156",1994,"Male",117,"25-29",18
"1157",1994,"Male",117,"30-34",20
"1158",1994,"Male",117,"35-39",9
"1159",1994,"Male",117,"40-44",8
"1160",1994,"Male",117,"45-49",6
"1161",1994,"Male",117,"50-54",4
"1162",1994,"Male",117,"55-59",6
"1163",1994,"Male",117,"60-64",4
"1164",1994,"Male",117,"65-69",3
"1165",1994,"Male",117,"70-74",2
"1166",1994,"Male",117,"75-79",2
"1167",1994,"Male",117,"80-84",3
"1168",1994,"Male",117,"85+",1
"1169",1994,"Female",34,"Under 15",2
"1170",1994,"Female",34,"15-19",NA
"1171",1994,"Female",34,"20-24",1
"1172",1994,"Female",34,"25-29",7
"1173",1994,"Female",34,"30-34",NA
"1174",1994,"Female",34,"35-39",1
"1175",1994,"Female",34,"40-44",4
"1176",1994,"Female",34,"45-49",7
"1177",1994,"Female",34,"50-54",2
"1178",1994,"Female",34,"55-59",2
"1179",1994,"Female",34,"60-64",2
"1180",1994,"Female",34,"65-69",2
"1181",1994,"Female",34,"70-74",1
"1182",1994,"Female",34,"75-79",1
"1183",1994,"Female",34,"80-84",2
"1184",1994,"Female",34,"85+",NA
"1185",1994,"TOTAL",151,"Under 15",3
"1186",1994,"TOTAL",151,"15-19",12
"1187",1994,"TOTAL",151,"20-24",19
"1188",1994,"TOTAL",151,"25-29",25
"1189",1994,"TOTAL",151,"30-34",20
"1190",1994,"TOTAL",151,"35-39",10
"1191",1994,"TOTAL",151,"40-44",12
"1192",1994,"TOTAL",151,"45-49",13
"1193",1994,"TOTAL",151,"50-54",6
"1194",1994,"TOTAL",151,"55-59",8
"1195",1994,"TOTAL",151,"60-64",6
"1196",1994,"TOTAL",151,"65-69",5
"1197",1994,"TOTAL",151,"70-74",3
"1198",1994,"TOTAL",151,"75-79",3
"1199",1994,"TOTAL",151,"80-84",5
"1200",1994,"TOTAL",151,"85+",1
"1201",1995,"Male",105,"Under 15",NA
"1202",1995,"Male",105,"15-19",16
"1203",1995,"Male",105,"20-24",14
"1204",1995,"Male",105,"25-29",9
"1205",1995,"Male",105,"30-34",12
"1206",1995,"Male",105,"35-39",10
"1207",1995,"Male",105,"40-44",12
"1208",1995,"Male",105,"45-49",7
"1209",1995,"Male",105,"50-54",5
"1210",1995,"Male",105,"55-59",3
"1211",1995,"Male",105,"60-64",4
"1212",1995,"Male",105,"65-69",4
"1213",1995,"Male",105,"70-74",2
"1214",1995,"Male",105,"75-79",4
"1215",1995,"Male",105,"80-84",2
"1216",1995,"Male",105,"85+",1
"1217",1995,"Female",41,"Under 15",1
"1218",1995,"Female",41,"15-19",NA
"1219",1995,"Female",41,"20-24",4
"1220",1995,"Female",41,"25-29",2
"1221",1995,"Female",41,"30-34",1
"1222",1995,"Female",41,"35-39",7
"1223",1995,"Female",41,"40-44",3
"1224",1995,"Female",41,"45-49",3
"1225",1995,"Female",41,"50-54",4
"1226",1995,"Female",41,"55-59",4
"1227",1995,"Female",41,"60-64",4
"1228",1995,"Female",41,"65-69",3
"1229",1995,"Female",41,"70-74",2
"1230",1995,"Female",41,"75-79",1
"1231",1995,"Female",41,"80-84",2
"1232",1995,"Female",41,"85+",NA
"1233",1995,"TOTAL",146,"Under 15",1
"1234",1995,"TOTAL",146,"15-19",16
"1235",1995,"TOTAL",146,"20-24",18
"1236",1995,"TOTAL",146,"25-29",11
"1237",1995,"TOTAL",146,"30-34",13
"1238",1995,"TOTAL",146,"35-39",17
"1239",1995,"TOTAL",146,"40-44",15
"1240",1995,"TOTAL",146,"45-49",10
"1241",1995,"TOTAL",146,"50-54",9
"1242",1995,"TOTAL",146,"55-59",7
"1243",1995,"TOTAL",146,"60-64",8
"1244",1995,"TOTAL",146,"65-69",7
"1245",1995,"TOTAL",146,"70-74",4
"1246",1995,"TOTAL",146,"75-79",5
"1247",1995,"TOTAL",146,"80-84",4
"1248",1995,"TOTAL",146,"85+",1
"1249",1996,"Male",114,"Under 15",1
"1250",1996,"Male",114,"15-19",5
"1251",1996,"Male",114,"20-24",18
"1252",1996,"Male",114,"25-29",16
"1253",1996,"Male",114,"30-34",18
"1254",1996,"Male",114,"35-39",9
"1255",1996,"Male",114,"40-44",10
"1256",1996,"Male",114,"45-49",8
"1257",1996,"Male",114,"50-54",6
"1258",1996,"Male",114,"55-59",3
"1259",1996,"Male",114,"60-64",7
"1260",1996,"Male",114,"65-69",3
"1261",1996,"Male",114,"70-74",6
"1262",1996,"Male",114,"75-79",1
"1263",1996,"Male",114,"80-84",3
"1264",1996,"Male",114,"85+",NA
"1265",1996,"Female",29,"Under 15",NA
"1266",1996,"Female",29,"15-19",1
"1267",1996,"Female",29,"20-24",2
"1268",1996,"Female",29,"25-29",1
"1269",1996,"Female",29,"30-34",3
"1270",1996,"Female",29,"35-39",6
"1271",1996,"Female",29,"40-44",3
"1272",1996,"Female",29,"45-49",1
"1273",1996,"Female",29,"50-54",7
"1274",1996,"Female",29,"55-59",NA
"1275",1996,"Female",29,"60-64",NA
"1276",1996,"Female",29,"65-69",1
"1277",1996,"Female",29,"70-74",3
"1278",1996,"Female",29,"75-79",NA
"1279",1996,"Female",29,"80-84",1
"1280",1996,"Female",29,"85+",NA
"1281",1996,"TOTAL",143,"Under 15",1
"1282",1996,"TOTAL",143,"15-19",6
"1283",1996,"TOTAL",143,"20-24",20
"1284",1996,"TOTAL",143,"25-29",17
"1285",1996,"TOTAL",143,"30-34",21
"1286",1996,"TOTAL",143,"35-39",15
"1287",1996,"TOTAL",143,"40-44",13
"1288",1996,"TOTAL",143,"45-49",9
"1289",1996,"TOTAL",143,"50-54",13
"1290",1996,"TOTAL",143,"55-59",3
"1291",1996,"TOTAL",143,"60-64",7
"1292",1996,"TOTAL",143,"65-69",4
"1293",1996,"TOTAL",143,"70-74",9
"1294",1996,"TOTAL",143,"75-79",1
"1295",1996,"TOTAL",143,"80-84",4
"1296",1996,"TOTAL",143,"85+",0
"1297",1997,"Male",108,"Under 15",1
"1298",1997,"Male",108,"15-19",9
"1299",1997,"Male",108,"20-24",16
"1300",1997,"Male",108,"25-29",16
"1301",1997,"Male",108,"30-34",12
"1302",1997,"Male",108,"35-39",10
"1303",1997,"Male",108,"40-44",7
"1304",1997,"Male",108,"45-49",9
"1305",1997,"Male",108,"50-54",10
"1306",1997,"Male",108,"55-59",5
"1307",1997,"Male",108,"60-64",3
"1308",1997,"Male",108,"65-69",3
"1309",1997,"Male",108,"70-74",4
"1310",1997,"Male",108,"75-79",NA
"1311",1997,"Male",108,"80-84",1
"1312",1997,"Male",108,"85+",2
"1313",1997,"Female",30,"Under 15",1
"1314",1997,"Female",30,"15-19",3
"1315",1997,"Female",30,"20-24",3
"1316",1997,"Female",30,"25-29",1
"1317",1997,"Female",30,"30-34",3
"1318",1997,"Female",30,"35-39",1
"1319",1997,"Female",30,"40-44",3
"1320",1997,"Female",30,"45-49",6
"1321",1997,"Female",30,"50-54",1
"1322",1997,"Female",30,"55-59",2
"1323",1997,"Female",30,"60-64",3
"1324",1997,"Female",30,"65-69",1
"1325",1997,"Female",30,"70-74",2
"1326",1997,"Female",30,"75-79",NA
"1327",1997,"Female",30,"80-84",NA
"1328",1997,"Female",30,"85+",NA
"1329",1997,"TOTAL",138,"Under 15",2
"1330",1997,"TOTAL",138,"15-19",12
"1331",1997,"TOTAL",138,"20-24",19
"1332",1997,"TOTAL",138,"25-29",17
"1333",1997,"TOTAL",138,"30-34",15
"1334",1997,"TOTAL",138,"35-39",11
"1335",1997,"TOTAL",138,"40-44",10
"1336",1997,"TOTAL",138,"45-49",15
"1337",1997,"TOTAL",138,"50-54",11
"1338",1997,"TOTAL",138,"55-59",7
"1339",1997,"TOTAL",138,"60-64",6
"1340",1997,"TOTAL",138,"65-69",4
"1341",1997,"TOTAL",138,"70-74",6
"1342",1997,"TOTAL",138,"75-79",0
"1343",1997,"TOTAL",138,"80-84",1
"1344",1997,"TOTAL",138,"85+",2
"1345",1998,"Male",113,"Under 15",1
"1346",1998,"Male",113,"15-19",13
"1347",1998,"Male",113,"20-24",14
"1348",1998,"Male",113,"25-29",17
"1349",1998,"Male",113,"30-34",20
"1350",1998,"Male",113,"35-39",6
"1351",1998,"Male",113,"40-44",13
"1352",1998,"Male",113,"45-49",8
"1353",1998,"Male",113,"50-54",5
"1354",1998,"Male",113,"55-59",3
"1355",1998,"Male",113,"60-64",5
"1356",1998,"Male",113,"65-69",4
"1357",1998,"Male",113,"70-74",3
"1358",1998,"Male",113,"75-79",NA
"1359",1998,"Male",113,"80-84",NA
"1360",1998,"Male",113,"85+",1
"1361",1998,"Female",37,"Under 15",NA
"1362",1998,"Female",37,"15-19",5
"1363",1998,"Female",37,"20-24",NA
"1364",1998,"Female",37,"25-29",4
"1365",1998,"Female",37,"30-34",4
"1366",1998,"Female",37,"35-39",8
"1367",1998,"Female",37,"40-44",4
"1368",1998,"Female",37,"45-49",4
"1369",1998,"Female",37,"50-54",2
"1370",1998,"Female",37,"55-59",2
"1371",1998,"Female",37,"60-64",1
"1372",1998,"Female",37,"65-69",3
"1373",1998,"Female",37,"70-74",NA
"1374",1998,"Female",37,"75-79",NA
"1375",1998,"Female",37,"80-84",NA
"1376",1998,"Female",37,"85+",NA
"1377",1998,"TOTAL",150,"Under 15",1
"1378",1998,"TOTAL",150,"15-19",18
"1379",1998,"TOTAL",150,"20-24",14
"1380",1998,"TOTAL",150,"25-29",21
"1381",1998,"TOTAL",150,"30-34",24
"1382",1998,"TOTAL",150,"35-39",14
"1383",1998,"TOTAL",150,"40-44",17
"1384",1998,"TOTAL",150,"45-49",12
"1385",1998,"TOTAL",150,"50-54",7
"1386",1998,"TOTAL",150,"55-59",5
"1387",1998,"TOTAL",150,"60-64",6
"1388",1998,"TOTAL",150,"65-69",7
"1389",1998,"TOTAL",150,"70-74",3
"1390",1998,"TOTAL",150,"75-79",0
"1391",1998,"TOTAL",150,"80-84",0
"1392",1998,"TOTAL",150,"85+",1
"1393",1999,"Male",127,"Under 15",NA
"1394",1999,"Male",127,"15-19",12
"1395",1999,"Male",127,"20-24",19
"1396",1999,"Male",127,"25-29",18
"1397",1999,"Male",127,"30-34",19
"1398",1999,"Male",127,"35-39",12
"1399",1999,"Male",127,"40-44",14
"1400",1999,"Male",127,"45-49",9
"1401",1999,"Male",127,"50-54",8
"1402",1999,"Male",127,"55-59",5
"1403",1999,"Male",127,"60-64",3
"1404",1999,"Male",127,"65-69",3
"1405",1999,"Male",127,"70-74",1
"1406",1999,"Male",127,"75-79",NA
"1407",1999,"Male",127,"80-84",3
"1408",1999,"Male",127,"85+",1
"1409",1999,"Female",27,"Under 15",NA
"1410",1999,"Female",27,"15-19",5
"1411",1999,"Female",27,"20-24",4
"1412",1999,"Female",27,"25-29",1
"1413",1999,"Female",27,"30-34",2
"1414",1999,"Female",27,"35-39",5
"1415",1999,"Female",27,"40-44",2
"1416",1999,"Female",27,"45-49",1
"1417",1999,"Female",27,"50-54",3
"1418",1999,"Female",27,"55-59",1
"1419",1999,"Female",27,"60-64",NA
"1420",1999,"Female",27,"65-69",2
"1421",1999,"Female",27,"70-74",NA
"1422",1999,"Female",27,"75-79",NA
"1423",1999,"Female",27,"80-84",1
"1424",1999,"Female",27,"85+",NA
"1425",1999,"TOTAL",154,"Under 15",0
"1426",1999,"TOTAL",154,"15-19",17
"1427",1999,"TOTAL",154,"20-24",23
"1428",1999,"TOTAL",154,"25-29",19
"1429",1999,"TOTAL",154,"30-34",21
"1430",1999,"TOTAL",154,"35-39",17
"1431",1999,"TOTAL",154,"40-44",16
"1432",1999,"TOTAL",154,"45-49",10
"1433",1999,"TOTAL",154,"50-54",11
"1434",1999,"TOTAL",154,"55-59",6
"1435",1999,"TOTAL",154,"60-64",3
"1436",1999,"TOTAL",154,"65-69",5
"1437",1999,"TOTAL",154,"70-74",1
"1438",1999,"TOTAL",154,"75-79",0
"1439",1999,"TOTAL",154,"80-84",4
"1440",1999,"TOTAL",154,"85+",1
"1441",2000,"Male",140,"Under 15",NA
"1442",2000,"Male",140,"15-19",13
"1443",2000,"Male",140,"20-24",25
"1444",2000,"Male",140,"25-29",25
"1445",2000,"Male",140,"30-34",15
"1446",2000,"Male",140,"35-39",12
"1447",2000,"Male",140,"40-44",18
"1448",2000,"Male",140,"45-49",6
"1449",2000,"Male",140,"50-54",6
"1450",2000,"Male",140,"55-59",8
"1451",2000,"Male",140,"60-64",5
"1452",2000,"Male",140,"65-69",5
"1453",2000,"Male",140,"70-74",NA
"1454",2000,"Male",140,"75-79",1
"1455",2000,"Male",140,"80-84",1
"1456",2000,"Male",140,"85+",NA
"1457",2000,"Female",45,"Under 15",NA
"1458",2000,"Female",45,"15-19",6
"1459",2000,"Female",45,"20-24",NA
"1460",2000,"Female",45,"25-29",5
"1461",2000,"Female",45,"30-34",4
"1462",2000,"Female",45,"35-39",3
"1463",2000,"Female",45,"40-44",8
"1464",2000,"Female",45,"45-49",5
"1465",2000,"Female",45,"50-54",7
"1466",2000,"Female",45,"55-59",2
"1467",2000,"Female",45,"60-64",1
"1468",2000,"Female",45,"65-69",1
"1469",2000,"Female",45,"70-74",NA
"1470",2000,"Female",45,"75-79",1
"1471",2000,"Female",45,"80-84",1
"1472",2000,"Female",45,"85+",1
"1473",2000,"TOTAL",185,"Under 15",0
"1474",2000,"TOTAL",185,"15-19",19
"1475",2000,"TOTAL",185,"20-24",25
"1476",2000,"TOTAL",185,"25-29",30
"1477",2000,"TOTAL",185,"30-34",19
"1478",2000,"TOTAL",185,"35-39",15
"1479",2000,"TOTAL",185,"40-44",26
"1480",2000,"TOTAL",185,"45-49",11
"1481",2000,"TOTAL",185,"50-54",13
"1482",2000,"TOTAL",185,"55-59",10
"1483",2000,"TOTAL",185,"60-64",6
"1484",2000,"TOTAL",185,"65-69",6
"1485",2000,"TOTAL",185,"70-74",0
"1486",2000,"TOTAL",185,"75-79",2
"1487",2000,"TOTAL",185,"80-84",2
"1488",2000,"TOTAL",185,"85+",1
"1489",2001,"Male",132,"Under 15",NA
"1490",2001,"Male",132,"15-19",11
"1491",2001,"Male",132,"20-24",21
"1492",2001,"Male",132,"25-29",11
"1493",2001,"Male",132,"30-34",23
"1494",2001,"Male",132,"35-39",14
"1495",2001,"Male",132,"40-44",14
"1496",2001,"Male",132,"45-49",11
"1497",2001,"Male",132,"50-54",9
"1498",2001,"Male",132,"55-59",2
"1499",2001,"Male",132,"60-64",2
"1500",2001,"Male",132,"65-69",5
"1501",2001,"Male",132,"70-74",5
"1502",2001,"Male",132,"75-79",2
"1503",2001,"Male",132,"80-84",2
"1504",2001,"Male",132,"85+",NA
"1505",2001,"Female",26,"Under 15",1
"1506",2001,"Female",26,"15-19",1
"1507",2001,"Female",26,"20-24",1
"1508",2001,"Female",26,"25-29",3
"1509",2001,"Female",26,"30-34",2
"1510",2001,"Female",26,"35-39",1
"1511",2001,"Female",26,"40-44",3
"1512",2001,"Female",26,"45-49",5
"1513",2001,"Female",26,"50-54",2
"1514",2001,"Female",26,"55-59",2
"1515",2001,"Female",26,"60-64",NA
"1516",2001,"Female",26,"65-69",1
"1517",2001,"Female",26,"70-74",3
"1518",2001,"Female",26,"75-79",NA
"1519",2001,"Female",26,"80-84",1
"1520",2001,"Female",26,"85+",NA
"1521",2001,"TOTAL",158,"Under 15",1
"1522",2001,"TOTAL",158,"15-19",12
"1523",2001,"TOTAL",158,"20-24",22
"1524",2001,"TOTAL",158,"25-29",14
"1525",2001,"TOTAL",158,"30-34",25
"1526",2001,"TOTAL",158,"35-39",15
"1527",2001,"TOTAL",158,"40-44",17
"1528",2001,"TOTAL",158,"45-49",16
"1529",2001,"TOTAL",158,"50-54",11
"1530",2001,"TOTAL",158,"55-59",4
"1531",2001,"TOTAL",158,"60-64",2
"1532",2001,"TOTAL",158,"65-69",6
"1533",2001,"TOTAL",158,"70-74",8
"1534",2001,"TOTAL",158,"75-79",2
"1535",2001,"TOTAL",158,"80-84",3
"1536",2001,"TOTAL",158,"85+",0
"1537",2002,"Male",142,"Under 15",1
"1538",2002,"Male",142,"15-19",10
"1539",2002,"Male",142,"20-24",12
"1540",2002,"Male",142,"25-29",31
"1541",2002,"Male",142,"30-34",18
"1542",2002,"Male",142,"35-39",12
"1543",2002,"Male",142,"40-44",14
"1544",2002,"Male",142,"45-49",13
"1545",2002,"Male",142,"50-54",16
"1546",2002,"Male",142,"55-59",3
"1547",2002,"Male",142,"60-64",3
"1548",2002,"Male",142,"65-69",4
"1549",2002,"Male",142,"70-74",1
"1550",2002,"Male",142,"75-79",3
"1551",2002,"Male",142,"80-84",NA
"1552",2002,"Male",142,"85+",1
"1553",2002,"Female",41,"Under 15",1
"1554",2002,"Female",41,"15-19",2
"1555",2002,"Female",41,"20-24",NA
"1556",2002,"Female",41,"25-29",5
"1557",2002,"Female",41,"30-34",10
"1558",2002,"Female",41,"35-39",4
"1559",2002,"Female",41,"40-44",4
"1560",2002,"Female",41,"45-49",7
"1561",2002,"Female",41,"50-54",1
"1562",2002,"Female",41,"55-59",2
"1563",2002,"Female",41,"60-64",1
"1564",2002,"Female",41,"65-69",NA
"1565",2002,"Female",41,"70-74",1
"1566",2002,"Female",41,"75-79",2
"1567",2002,"Female",41,"80-84",1
"1568",2002,"Female",41,"85+",NA
"1569",2002,"TOTAL",183,"Under 15",2
"1570",2002,"TOTAL",183,"15-19",12
"1571",2002,"TOTAL",183,"20-24",12
"1572",2002,"TOTAL",183,"25-29",36
"1573",2002,"TOTAL",183,"30-34",28
"1574",2002,"TOTAL",183,"35-39",16
"1575",2002,"TOTAL",183,"40-44",18
"1576",2002,"TOTAL",183,"45-49",20
"1577",2002,"TOTAL",183,"50-54",17
"1578",2002,"TOTAL",183,"55-59",5
"1579",2002,"TOTAL",183,"60-64",4
"1580",2002,"TOTAL",183,"65-69",4
"1581",2002,"TOTAL",183,"70-74",2
"1582",2002,"TOTAL",183,"75-79",5
"1583",2002,"TOTAL",183,"80-84",1
"1584",2002,"TOTAL",183,"85+",1
"1585",2003,"Male",112,"Under 15",1
"1586",2003,"Male",112,"15-19",4
"1587",2003,"Male",112,"20-24",14
"1588",2003,"Male",112,"25-29",15
"1589",2003,"Male",112,"30-34",10
"1590",2003,"Male",112,"35-39",14
"1591",2003,"Male",112,"40-44",13
"1592",2003,"Male",112,"45-49",15
"1593",2003,"Male",112,"50-54",6
"1594",2003,"Male",112,"55-59",5
"1595",2003,"Male",112,"60-64",5
"1596",2003,"Male",112,"65-69",4
"1597",2003,"Male",112,"70-74",2
"1598",2003,"Male",112,"75-79",1
"1599",2003,"Male",112,"80-84",3
"1600",2003,"Male",112,"85+",NA
"1601",2003,"Female",32,"Under 15",NA
"1602",2003,"Female",32,"15-19",1
"1603",2003,"Female",32,"20-24",4
"1604",2003,"Female",32,"25-29",NA
"1605",2003,"Female",32,"30-34",8
"1606",2003,"Female",32,"35-39",4
"1607",2003,"Female",32,"40-44",4
"1608",2003,"Female",32,"45-49",5
"1609",2003,"Female",32,"50-54",3
"1610",2003,"Female",32,"55-59",1
"1611",2003,"Female",32,"60-64",1
"1612",2003,"Female",32,"65-69",1
